h	m	4
h	n	4
h	o	4
h	p	2
h	q	3
h	r	3
h	s	1
h	t	1
h	u	1
h	v	3
h	w	2
h	x	2
h	y	1
h	z	5
h	ä	2
h	ö	2
h	ü	2
h	ß	1
i	a	2
i	b	4
i	c	3
i	d	2
i	e	3
i	f	4
i	g	2
i	h	5
i	i	2
i	j	2
i	k	4
i	l	2
i	m	4
i	n	3
i	o	5
i	p	2
i	q	4
i	r	4
i	s	1
i	t	4
i	u	1
i	v	5
i	w	5
i	x	5
i	y	3
i	z	5
i	ä	3
i	ö	5
i	ü	5
i	ß	4
j	a	2
j	b	3
j	c	1
j	d	2
j	e	3
j	f	3
j	g	1
j	h	3
j	i	5
j	j	4
j	k	3
j	l	3
j	m	3
j	n	2
j	o	4
j	p	3
j	q	4
j	r	2
j	s	2
j	t	4
j	u	5
j	v	5
j	w	5
j	x	5
j	y	3
j	z	1
j	ä	2
j	ö	3
j	ü	4
j	ß	2
k	a	1
k	b	5
k	c	3
k	d	5
k	e	5
k	f	2
k	g	5
k	h	3
k	i	3
k	j	3
k	k	5
k	l	5
k	m	5
k	n	4
k	o	2
k	p	2
k	q	5
k	r	2
k	s	2
k	t	2
k	u	5
k	v	1
k	w	4
k	x	5
k	y	2
k	z	5
k	ä	1
k	ö	2
k	ü	2
k	ß	4
l	a	3
l	b	1
l	c	2
l	d	4
l	e	3
l	f	1
l	g	3
l	h	4
l	i	3
l	j	4
l	k	4
l	l	1
l	m	4
l	n	3
l	o	2
l	p	2
l	q	2
l	r	4
l	s	5
l	t	3
l	u	5
l	v	3
l	w	3
l	x	2
l	y	1
l	z	1
l	ä	2
l	ö	5
l	ü	5
l	ß	1
m	a	2
m	b	2
m	c	2
m	d	2
m	e	4
m	f	4
m	g	2
m	h	4
m	i	5
m	j	4
m	k	4
m	l	2
m	m	3
m	n	3
m	o	3
m	p	5
m	q	4
m	r	1
m	s	2
m	t	1
m	u	4
m	v	3
m	w	4
m	x	1
m	y	1
m	z	1
m	ä	5
m	ö	1
m	ü	2
m	ß	1
n	a	3
n	b	3
n	c	2
n	d	4
n	e	2
n	f	1
n	g	3
n	h	4
n	i	4
n	j	1
n	k	1
n	l	2
n	m	4
n	n	5
n	o	5
n	p	3
n	q	5
n	r	2
n	s	5
n	t	5
n	u	2
n	v	2
n	w	2
n	x	5
n	y	5
n	z	2
n	ä	4
n	ö	2
n	ü	2
n	ß	4
o	a	5
o	b	1
o	c	1
o	d	1
o	e	4
o	f	3
o	g	2
o	h	2
o	i	4
o	j	5
o	k	3
o	l	4
o	m	2
o	n	4
o	o	3
o	p	4
o	q	3
o	r	5
o	s	4
o	t	1
o	u	4
o	v	5
o	w	4
o	x	5
o	y	3
o	z	2
o	ä	3
o	ö	1
o	ü	5
o	ß	2
p	a	3
p	b	1
p	c	4
p	d	1
p	e	5
p	f	5
p	g	5
p	h	5
p	i	3
p	j	1
p	k	2
p	l	5
p	m	4
p	n	3
p	o	5
p	p	5
p	q	1
p	r	2
p	s	1
p	t	5
p	u	3
p	v	2
p	w	3
p	x	4
p	y	3
p	z	5
p	ä	1
p	ö	4
p	ü	2
p	ß	2
q	a	5
q	b	5
q	c	4
q	d	1
q	e	4
q	f	4
q	g	1
q	h	5
q	i	4
q	j	3
q	k	5
q	l	1
q	m	1
q	n	5
q	o	5
q	p	1
q	q	4
q	r	5
q	s	3
q	t	2
q	u	3
q	v	3
q	w	4
q	x	5
q	y	2
q	z	2
q	ä	4
q	ö	4
q	ü	1
q	ß	3
r	a	1
r	b	5
r	c	1
r	d	4
r	e	2
r	f	1
r	g	1
r	h	1
r	i	1
r	j	3
r	k	5
r	l	5
r	m	2
r	n	3
r	o	5
r	p	5
r	q	5
r	r	2
r	s	4
r	t	3
r	u	4
r	v	4
r	w	2
r	x	3
r	y	3
r	z	4
r	ä	4
r	ö	3
r	ü	4
r	ß	5
s	a	4
s	b	1
s	c	4
s	d	1
s	e	5
s	f	5
s	g	1
s	h	4
s	i	5
s	j	2
s	k	3
s	l	3
s	m	4
s	n	2
s	o	3
s	p	2
s	q	3
s	r	5
s	s	4
s	t	4
s	u	1
s	v	2
s	w	1
s	x	5
s	y	2
s	z	3
s	ä	2
s	ö	2
s	ü	3
s	ß	5
t	a	5
t	b	3
t	c	3
t	d	3
t	e	2
t	f	5
t	g	4
t	h	1
t	i	1
t	j	1
t	k	1
t	l	3
t	m	1
t	n	3
t	o	3
t	p	1
t	q	1
t	r	2
t	s	4
t	t	4
t	u	1
t	v	5
t	w	3
t	x	4
t	y	2
t	z	3
t	ä	2
t	ö	3
t	ü	2
t	ß	3
u	a	1
u	b	1
u	c	5
u	d	1
u	e	5
u	f	5
u	g	3
u	h	2
u	i	4
u	j	5
u	k	1
u	l	3
u	m	4
u	n	1
u	o	2
u	p	2
u	q	2
u	r	3
u	s	4
u	t	4
u	u	3
u	v	4
u	w	2
u	x	5
u	y	4
u	z	3
u	ä	2
u	ö	4
u	ü	3
u	ß	1
v	a	1
v	b	1
v	c	3
v	d	1
v	e	5
v	f	2
v	g	1
v	h	1
v	i	1
v	j	5
v	k	2
v	l	5
v	m	3
v	n	5
v	o	3
v	p	3
v	q	3
v	r	3
v	s	3
v	t	3
v	u	2
v	v	1
v	w	2
v	x	3
v	y	4
v	z	3
v	ä	1
v	ö	3
v	ü	1
v	ß	3
w	a	5
w	b	2
w	c	5
w	d	2
w	e	3
w	f	3
w	g	5
w	h	2
w	i	1
w	j	4
w	k	1
w	l	5
w	m	2
w	n	1
w	o	2
w	p	1
w	q	4
w	r	4
w	s	3
w	t	5
w	u	3
w	v	1
w	w	2
w	x	2
w	y	3
w	z	3
w	ä	3
w	ö	2
w	ü	2
w	ß	4
x	a	2
x	b	5
x	c	3
x	d	3
x	e	5
x	f	1
x	g	5
x	h	3
x	i	1
x	j	4
x	k	3
x	l	2
x	m	2
x	n	3
x	o	4
x	p	1
x	q	1
x	r	5
x	s	2
x	t	4
x	u	3
x	v	3
x	w	3
x	x	1
x	y	1
x	z	3
x	ä	4
x	ö	2
x	ü	4
x	ß	1
y	a	1
y	b	3
y	c	2
y	d	1
y	e	2
y	f	4
y	g	3
y	h	4
y	i	3
y	j	2
y	k	1
y	l	1
y	m	1
y	n	4
y	o	1
y	p	1
y	q	4
y	r	4
y	s	2
y	t	1
y	u	5
y	v	5
y	w	1
y	x	2
y	y	1
y	z	2
y	ä	1
y	ö	4
y	ü	2
y	ß	1
z	a	2
z	b	3
z	c	4
z	d	1
z	e	5
z	f	3
z	g	4
z	h	4
z	i	3
z	j	2
z	k	3
z	l	4
z	m	2
z	n	3
z	o	2
z	p	4
z	q	1
z	r	4
z	s	4
z	t	5
z	u	1
z	v	3
z	w	1
z	x	4
z	y	4
z	z	5
z	ä	1
z	ö	4
z	ü	1
z	ß	1
ä	a	4
ä	b	5
ä	c	1
ä	d	2
ä	e	1
ä	f	4
ä	g	4
ä	h	4
ä	i	1
ä	j	3
ä	k	5
ä	l	5
ä	m	2
ä	n	4
ä	o	4
ä	p	4
ä	q	5
ä	r	1
ä	s	2
ä	t	2
ä	u	3
ä	v	1
ä	w	1
ä	x	2
ä	y	3
ä	z	3
ä	ä	2
ä	ö	2
ä	ü	2
ä	ß	1
ö	a	2
ö	b	5
ö	c	5
ö	d	2
ö	e	3
ö	f	5
ö	g	1
ö	h	3
ö	i	4
ö	j	1
ö	k	3
ö	l	3
ö	m	4
ö	n	4
ö	o	3
ö	p	4
ö	q	2
ö	r	1
ö	s	3
ö	t	5
ö	u	1
ö	v	3
ö	w	1
ö	x	1
ö	y	3
ö	z	3
ö	ä	3
ö	ö	3
ö	ü	4
ö	ß	2
ü	a	2
ü	b	5
ü	c	3
ü	d	3
ü	e	4
ü	f	3
ü	g	5
ü	h	5
ü	i	2
ü	j	2
ü	k	4
ü	l	5
ü	m	1
ü	n	4
ü	o	1
ü	p	3
ü	q	1
ü	r	1
ü	s	4
ü	t	3
ü	u	1
ü	v	1
ü	w	1
ü	x	1
ü	y	3
ü	z	1
ü	ä	5
ü	ö	4
ü	ü	2
ü	ß	4
ß	a	2
ß	b	4
ß	c	5
ß	d	5
ß	e	2
ß	f	1
ß	g	2
ß	h	4
ß	i	3
ß	j	3
ß	k	1
ß	l	1
ß	m	1
ß	n	5
ß	o	5
ß	p	3
ß	q	3
ß	r	2
ß	s	3
ß	t	5
ß	u	4
ß	v	2
ß	w	2
ß	x	2
ß	y	1
ß	z	2
ß	ä	3
ß	ö	3
ß	ü	1
ß	ß	3
